worker_id,gender,english_first_language,age_group,education,mean_toxicity_score
798,male,1,30-45,doctorate,-0.05603448275862069
1692,male,1,18-30,bachelors,0.2757009345794392
2505,male,0,30-45,hs,0.06318681318681318
1293,female,0,30-45,professional,-0.04719101123595506
1447,female,0,45-60,bachelors,0.40046296296296297
71,male,0,45-60,masters,0.081419624217119
1548,female,0,30-45,masters,-0.020930232558139535
3328,female,0,Over 60,some,-0.0514018691588785
458,male,0,45-60,bachelors,0.24888888888888888
1047,male,0,18-30,hs,0.5912087912087912
1961,male,1,30-45,bachelors,0.013729977116704805
1325,male,1,Under 18,bachelors,0.007075471698113208
250,female,0,30-45,doctorate,0.3888888888888889
2553,male,0,45-60,bachelors,0.6912114014251781
1940,female,1,30-45,professional,0.2840646651270208
995,male,1,45-60,bachelors,0.3148148148148148
2250,female,0,30-45,bachelors,0.5694760820045558
424,female,0,18-30,masters,-0.11574074074074074
283,male,0,30-45,professional,0.6695652173913044
2608,male,0,18-30,hs,0.025943396226415096
937,female,0,18-30,masters,-0.24053452115812918
1134,male,1,30-45,doctorate,-0.10508474576271186
613,female,0,18-30,hs,-0.041758241758241756
245,female,0,30-45,bachelors,-0.08874458874458875
3804,male,0,45-60,bachelors,-0.04428904428904429
2884,male,0,45-60,hs,-0.016166281755196306
2430,male,0,45-60,bachelors,0.03051643192488263
3454,male,0,Under 18,hs,0.65
2717,male,0,30-45,bachelors,-0.09699769053117784
750,male,0,30-45,bachelors,0.6570796460176991
232,male,0,18-30,masters,0.3857493857493858
1124,female,0,18-30,masters,0.17233560090702948
495,female,0,18-30,hs,-0.1282608695652174
1215,female,0,30-45,hs,0.5105882352941177
36,male,0,30-45,hs,0.6316964285714286
2815,male,0,30-45,masters,0.6565420560747663
1823,female,0,30-45,masters,0.15242494226327943
52,female,0,18-30,hs,0.6568421052631579
1002,female,0,18-30,bachelors,0.3348314606741573
1084,male,0,30-45,bachelors,-0.08225108225108226
1353,male,0,18-30,hs,0.5011600928074246
273,male,0,30-45,masters,0.10438413361169102
1235,male,0,18-30,bachelors,-0.06018518518518518
1945,female,0,30-45,bachelors,-0.04513064133016627
2760,male,0,30-45,masters,-0.07192575406032482
1089,female,0,30-45,bachelors,-0.006622516556291391
1591,female,0,45-60,bachelors,0.4166666666666667
1203,male,0,18-30,hs,-0.07760532150776053
336,male,1,30-45,doctorate,0.5329087048832272
893,male,0,30-45,professional,-0.03380281690140845
3944,male,0,30-45,masters,0.018823529411764704
1012,male,0,30-45,professional,0.5441860465116279
4217,female,1,45-60,some,0.425
2429,male,0,Under 18,hs,0.7883720930232558
990,female,0,45-60,professional,0.022779043280182234
1378,male,0,30-45,masters,-0.28018223234624146
961,male,0,45-60,hs,0.07936507936507936
380,female,0,30-45,bachelors,0.07894736842105263
2666,male,0,45-60,bachelors,0.0022935779816513763
3771,female,0,45-60,bachelors,-0.058823529411764705
3538,male,0,18-30,hs,0.3269230769230769
2297,male,0,30-45,masters,0.04608294930875576
30,female,0,30-45,hs,0.741304347826087
192,male,0,30-45,professional,-0.06638115631691649
204,female,0,18-30,masters,0.3125
1342,male,0,30-45,bachelors,-0.04185022026431718
229,male,0,18-30,bachelors,0.014925373134328358
1359,male,0,18-30,masters,0.0022371364653243847
2041,male,0,18-30,hs,-0.17050691244239632
2696,male,0,30-45,hs,0.5102974828375286
580,male,0,18-30,masters,0.013333333333333334
205,male,0,18-30,bachelors,0.6129032258064516
481,male,0,30-45,masters,0.39293598233995586
3485,male,0,30-45,bachelors,0.6206088992974239
248,male,0,45-60,hs,0.34773218142548595
717,male,1,45-60,masters,0.027777777777777776
3506,male,0,45-60,professional,0.6697892271662763
641,male,0,30-45,bachelors,0.16666666666666666
4068,male,0,30-45,bachelors,0.3791469194312796
752,female,1,45-60,bachelors,0.3882863340563991
1023,male,0,18-30,hs,-0.0447427293064877
3726,female,0,30-45,bachelors,0.4887640449438202
405,male,0,30-45,masters,0.12684989429175475
2634,male,1,18-30,bachelors,0.6543778801843319
554,male,0,18-30,hs,0.5822784810126582
1560,male,0,45-60,bachelors,0.5023255813953489
1944,female,1,30-45,bachelors,0.004618937644341801
3567,male,1,18-30,bachelors,0.1111111111111111
3223,male,0,18-30,bachelors,0.3900709219858156
940,female,0,18-30,bachelors,-0.1206896551724138
2241,female,0,18-30,bachelors,0.3302325581395349
2687,male,0,18-30,hs,-0.2579908675799087
753,male,0,30-45,doctorate,0.08771929824561403
2602,male,0,18-30,bachelors,0.4147465437788018
15,male,0,18-30,hs,0.2520833333333333
1873,female,1,45-60,hs,0.12731481481481483
2036,male,0,18-30,masters,0.7740112994350282
2761,male,0,30-45,hs,0.07058823529411765
2690,female,0,30-45,bachelors,0.3441108545034642
811,female,0,30-45,bachelors,-0.04956896551724138
2599,male,0,30-45,bachelors,0.6183035714285714
2401,male,0,30-45,bachelors,-0.043478260869565216
2402,female,0,30-45,bachelors,-0.002331002331002331
706,male,0,30-45,some,0.006944444444444444
2984,male,0,18-30,professional,0.6292134831460674
2659,male,0,18-30,bachelors,-0.02546296296296296
3313,male,0,45-60,hs,0.8390804597701149
2290,male,0,30-45,masters,0.6464088397790055
3017,male,0,18-30,bachelors,-0.13333333333333333
1517,male,0,,hs,0.0
2907,female,0,30-45,bachelors,-0.04523809523809524
2726,male,0,45-60,bachelors,0.20512820512820512
2020,male,0,18-30,hs,0.34872979214780603
609,male,0,30-45,hs,0.2299349240780911
1974,male,0,30-45,bachelors,0.6560693641618497
1005,male,0,30-45,bachelors,0.6704545454545454
1139,female,0,18-30,hs,-0.09237875288683603
179,male,0,18-30,bachelors,-0.05387931034482758
1734,male,1,45-60,masters,0.2013888888888889
1986,female,0,18-30,masters,-0.07551487414187644
1402,female,1,18-30,doctorate,0.6227272727272727
2941,male,0,18-30,masters,0.05827505827505827
1396,male,0,18-30,hs,0.6397849462365591
735,male,0,30-45,masters,0.4449244060475162
967,male,0,30-45,professional,0.17608695652173914
867,male,1,18-30,bachelors,0.4792746113989637
569,male,0,18-30,hs,0.3473684210526316
180,male,0,30-45,professional,0.6200417536534447
2749,female,0,18-30,masters,-0.1740139211136891
991,female,0,30-45,bachelors,0.4405594405594406
1793,male,0,30-45,masters,-0.06921241050119331
2157,male,0,30-45,bachelors,0.5483870967741935
1841,male,1,,bachelors,0.627906976744186
214,female,0,18-30,masters,-0.16740088105726872
2434,male,0,18-30,bachelors,0.16236162361623616
166,female,0,18-30,bachelors,0.22696629213483147
1288,male,0,18-30,bachelors,0.009029345372460496
918,male,0,18-30,masters,-0.03218390804597701
2875,male,0,30-45,masters,0.6141176470588235
1678,male,0,18-30,bachelors,0.02304147465437788
394,female,0,30-45,bachelors,-0.15639810426540285
1020,female,0,18-30,bachelors,-0.053763440860215055
189,male,0,30-45,professional,0.6568848758465011
3777,male,0,30-45,professional,0.5588235294117647
352,male,0,18-30,hs,-0.06896551724137931
306,male,0,30-45,masters,0.487012987012987
542,male,0,30-45,bachelors,-0.11864406779661017
3284,male,0,18-30,masters,0.6940509915014165
638,female,0,18-30,masters,0.5285412262156448
1525,female,0,30-45,some,0.10440835266821345
1747,male,0,30-45,professional,0.2847222222222222
1741,male,0,18-30,bachelors,0.5567282321899736
3520,male,0,45-60,hs,0.686046511627907
332,male,0,18-30,bachelors,0.6008676789587852
2779,male,0,18-30,masters,0.4509090909090909
78,male,0,Under 18,hs,-0.04112554112554113
3330,male,0,30-45,masters,0.7488372093023256
1056,male,0,30-45,professional,0.7223427331887202
37,male,0,Under 18,some,0.6879120879120879
779,male,0,18-30,bachelors,0.5606060606060606
402,male,0,18-30,masters,0.35526315789473684
2287,male,0,18-30,bachelors,0.5645161290322581
1238,female,0,18-30,bachelors,0.3632286995515695
812,male,0,18-30,bachelors,0.3816793893129771
1948,male,0,45-60,bachelors,0.09929078014184398
3743,female,0,30-45,masters,0.7184466019417476
1320,male,0,30-45,hs,0.7490494296577946
769,male,0,18-30,bachelors,0.8761061946902655
343,male,0,45-60,bachelors,0.3590308370044053
198,male,0,18-30,hs,0.16461916461916462
1799,male,0,30-45,professional,0.15331807780320367
2673,male,0,30-45,masters,0.5208333333333334
1308,female,0,18-30,bachelors,0.6789838337182448
107,male,0,18-30,hs,-0.05241090146750524
3547,female,0,45-60,bachelors,0.3333333333333333
860,female,1,30-45,masters,0.5185185185185185
962,female,0,30-45,bachelors,-0.15164835164835164
2067,female,0,30-45,hs,-0.17084282460136674
2865,female,0,30-45,bachelors,0.5
3093,female,0,18-30,bachelors,0.21067415730337077
1552,male,1,18-30,bachelors,0.5347222222222222
2664,female,1,45-60,hs,0.23931623931623933
2152,female,0,18-30,professional,0.014150943396226415
3359,male,0,45-60,professional,0.11510791366906475
1964,female,0,,masters,0.025404157043879907
881,male,0,18-30,bachelors,0.536697247706422
1153,female,0,18-30,doctorate,0.11278195488721804
2276,male,0,30-45,bachelors,0.030878859857482184
1165,male,0,30-45,masters,0.7482678983833718
3786,female,0,18-30,bachelors,-0.011574074074074073
3148,male,0,18-30,hs,-0.3259423503325942
1621,female,0,18-30,hs,-0.009280742459396751
1608,male,0,18-30,bachelors,0.02358490566037736
754,male,0,30-45,bachelors,0.13839285714285715
465,female,0,30-45,masters,0.4713375796178344
1599,female,0,18-30,hs,0.5302325581395348
4213,female,0,18-30,bachelors,-0.4230769230769231
2742,male,0,45-60,masters,0.03464203233256351
237,male,0,18-30,hs,-0.019650655021834062
1104,male,0,18-30,bachelors,0.7454128440366973
714,male,0,18-30,masters,0.061224489795918366
2048,female,0,18-30,masters,0.636986301369863
489,female,0,18-30,hs,0.015250544662309368
1819,male,0,30-45,professional,0.2191780821917808
4208,female,1,18-30,professional,-0.05846153846153846
1481,male,1,18-30,bachelors,0.35714285714285715
2408,male,0,30-45,bachelors,0.7620137299771167
58,male,0,18-30,bachelors,0.081419624217119
344,female,0,18-30,bachelors,-0.20652173913043478
630,female,0,45-60,bachelors,0.20374707259953162
787,male,0,18-30,hs,0.6585365853658537
138,female,0,18-30,bachelors,0.033542976939203356
3155,male,0,18-30,hs,0.6666666666666666
1488,female,0,18-30,bachelors,0.5169300225733634
1184,female,0,18-30,hs,0.06896551724137931
2320,male,0,18-30,hs,-0.013824884792626729
2228,male,1,30-45,bachelors,0.44
59,female,0,18-30,bachelors,0.07855626326963906
1565,male,0,18-30,hs,0.03409090909090909
1736,male,0,30-45,bachelors,-0.12979351032448377
1549,male,0,18-30,hs,0.6420323325635104
2758,male,0,30-45,professional,-0.19080459770114944
1951,male,0,30-45,bachelors,0.04555808656036447
2187,male,0,18-30,hs,0.025139664804469275
1721,male,0,18-30,bachelors,0.647887323943662
562,male,0,18-30,bachelors,-0.017660044150110375
724,male,0,30-45,hs,-0.04935622317596566
49,male,0,45-60,hs,0.06140350877192982
3401,female,0,30-45,masters,0.308411214953271
3060,male,0,18-30,some,0.6259946949602122
2635,male,0,30-45,bachelors,-0.10161662817551963
3012,male,0,30-45,hs,-0.06557377049180328
3557,female,0,30-45,doctorate,0.84
4226,female,0,18-30,bachelors,0.26996197718631176
32,male,0,Under 18,bachelors,0.7175572519083969
1377,male,0,30-45,bachelors,0.625
259,female,0,18-30,masters,0.2510729613733906
3054,male,0,18-30,some,0.6309794988610479
740,female,0,30-45,bachelors,0.5509761388286334
692,female,0,30-45,doctorate,0.13318284424379231
3723,female,0,30-45,bachelors,0.23076923076923078
3275,female,1,18-30,bachelors,0.7210884353741497
177,male,0,18-30,masters,0.23593073593073594
1306,female,0,18-30,hs,-0.10572687224669604
1169,male,0,18-30,bachelors,0.07906976744186046
2520,male,1,30-45,bachelors,0.17096018735362997
2787,male,0,18-30,hs,0.7310344827586207
4207,male,0,18-30,hs,0.10588235294117647
1875,male,1,30-45,hs,0.8
1592,male,0,18-30,bachelors,0.7614678899082569
1765,male,0,30-45,hs,0.5594405594405595
2080,male,0,30-45,hs,0.44110854503464203
986,male,0,18-30,hs,0.4791666666666667
2791,male,0,18-30,hs,-0.0661764705882353
1220,female,1,18-30,hs,0.7849829351535836
119,male,1,18-30,none,0.5571725571725572
331,male,0,18-30,masters,0.7351694915254238
24,female,0,18-30,bachelors,0.4868421052631579
815,male,0,30-45,masters,-0.02178649237472767
529,male,0,18-30,professional,0.6125
2988,male,0,30-45,bachelors,-0.09813084112149532
2757,female,0,45-60,bachelors,0.5452436194895591
2888,male,0,18-30,masters,-0.05612244897959184
1199,female,0,18-30,masters,-0.1592920353982301
1286,male,1,18-30,masters,0.5413870246085011
1062,female,1,30-45,masters,-0.06502242152466367
1074,male,0,18-30,bachelors,-0.05726872246696035
537,male,0,18-30,hs,-0.03325942350332594
330,male,0,30-45,professional,0.4388646288209607
3128,male,1,30-45,bachelors,0.38372093023255816
2836,female,0,30-45,hs,0.9023809523809524
627,female,0,30-45,bachelors,0.35664335664335667
221,female,0,30-45,masters,-0.011061946902654867
1779,male,0,18-30,bachelors,0.23076923076923078
348,male,0,18-30,bachelors,0.14049586776859505
1460,female,0,45-60,masters,-0.14508928571428573
1509,male,0,30-45,masters,0.6581986143187067
41,female,0,18-30,hs,0.5572033898305084
1344,male,0,18-30,hs,0.7155555555555555
1413,female,0,30-45,hs,0.5033860045146726
3130,male,1,18-30,bachelors,0.4861878453038674
1518,female,0,30-45,professional,0.45274725274725275
797,female,0,18-30,masters,0.08012820512820513
996,female,0,30-45,professional,0.18984547461368653
1556,male,0,30-45,bachelors,0.24480369515011546
3075,male,0,18-30,hs,0.33410138248847926
3147,male,1,30-45,professional,0.04861111111111111
3165,female,0,18-30,bachelors,-0.037825059101654845
1622,male,0,,bachelors,-0.09693877551020408
102,male,0,18-30,bachelors,-0.0859538784067086
3030,female,0,30-45,bachelors,0.8904428904428905
513,male,0,30-45,bachelors,-0.04072398190045249
668,female,1,30-45,bachelors,0.40168539325842695
2325,male,0,18-30,bachelors,-0.10747663551401869
1091,female,1,30-45,doctorate,0.09813084112149532
1610,male,0,30-45,masters,0.6591549295774648
1928,male,0,30-45,masters,-0.2266355140186916
2191,female,0,18-30,masters,0.05357142857142857
2509,female,0,18-30,professional,0.059907834101382486
1904,male,0,30-45,bachelors,-0.06588235294117648
2882,male,0,18-30,hs,-0.016091954022988506
2668,male,0,30-45,masters,0.3619489559164733
2375,female,1,30-45,bachelors,0.7206572769953051
2412,male,1,18-30,masters,-0.17370892018779344
1051,male,0,18-30,bachelors,-0.10738255033557047
1862,male,0,30-45,bachelors,0.7009345794392523
1787,female,0,45-60,masters,0.17824074074074073
3299,male,0,30-45,bachelors,0.5264367816091954
4081,male,0,45-60,bachelors,0.803921568627451
757,male,1,30-45,bachelors,0.2760416666666667
2212,female,0,30-45,bachelors,0.2482758620689655
3762,male,1,Over 60,bachelors,0.24358974358974358
4236,male,0,30-45,masters,0.3333333333333333
483,male,0,30-45,bachelors,-0.09534368070953436
3665,male,0,18-30,bachelors,0.7272727272727273
3320,male,1,18-30,bachelors,0.7906976744186046
1723,male,0,18-30,masters,-0.08391608391608392
131,female,0,45-60,bachelors,0.04979253112033195
1057,female,0,30-45,masters,-0.0645879732739421
261,male,0,18-30,professional,0.02268041237113402
2767,female,0,18-30,bachelors,0.6208425720620843
2615,female,0,18-30,masters,-0.1087962962962963
3080,female,0,30-45,bachelors,0.554945054945055
3428,male,0,30-45,bachelors,0.1411764705882353
2712,male,0,30-45,hs,0.5943396226415094
3722,male,0,,professional,-0.040106951871657755
2026,male,0,18-30,bachelors,0.0
3897,male,0,30-45,masters,-0.125
1,male,0,18-30,hs,0.0
1454,female,0,18-30,hs,-0.08823529411764706
360,female,0,18-30,masters,-0.0023584905660377358
1175,female,0,18-30,bachelors,0.7426470588235294
1303,female,0,30-45,bachelors,0.2247191011235955
778,male,1,18-30,bachelors,0.5151515151515151
2525,male,0,18-30,masters,-0.20657276995305165
1775,male,0,18-30,bachelors,-0.04827586206896552
2946,female,0,45-60,masters,0.10588235294117647
1240,male,0,18-30,hs,0.46275395033860045
2591,female,0,30-45,bachelors,-0.019662921348314606
1066,male,0,18-30,hs,0.26046511627906976
2976,male,0,18-30,hs,0.45161290322580644
1144,male,0,18-30,hs,0.31805157593123207
1324,male,0,45-60,professional,-0.1103448275862069
1368,male,0,18-30,bachelors,-0.11316397228637413
2775,male,0,30-45,some,-0.041474654377880185
151,male,0,30-45,hs,0.05296610169491525
908,male,0,30-45,professional,-0.07494145199063232
1075,male,0,30-45,professional,0.1812227074235808
913,male,0,18-30,bachelors,0.6710816777041942
1828,female,1,30-45,hs,0.3474576271186441
2006,male,0,18-30,hs,-0.03117505995203837
2792,male,0,18-30,masters,-0.09655172413793103
4057,female,0,30-45,professional,0.28703703703703703
3425,male,0,18-30,hs,-0.05995203836930456
228,male,0,30-45,bachelors,0.00425531914893617
271,male,0,18-30,professional,0.08877284595300261
2295,female,0,45-60,bachelors,0.4098360655737705
3478,female,0,18-30,masters,0.4523809523809524
2651,male,1,18-30,professional,0.530952380952381
4290,male,0,18-30,bachelors,-0.1111111111111111
2662,female,0,30-45,bachelors,0.5334872979214781
1381,female,0,18-30,masters,0.6017897091722595
775,female,0,30-45,hs,-0.14814814814814814
4210,female,1,45-60,bachelors,0.25
2209,male,0,18-30,bachelors,0.03669724770642202
368,female,0,18-30,hs,-0.0702576112412178
4276,male,0,18-30,doctorate,0.6666666666666666
3521,female,0,18-30,masters,-0.027906976744186046
501,female,0,30-45,bachelors,0.10805084745762712
484,male,0,30-45,bachelors,0.5200892857142857
1339,male,0,18-30,some,0.3930885529157667
2342,male,0,18-30,hs,-0.05813953488372093
2685,male,0,30-45,hs,0.78
3288,male,0,30-45,some,0.382830626450116
1138,female,0,30-45,bachelors,-0.1479028697571744
713,male,0,30-45,bachelors,0.2731182795698925
2973,male,0,18-30,masters,0.41292134831460675
3395,male,0,45-60,bachelors,0.26382978723404255
4167,male,0,30-45,bachelors,0.40236686390532544
688,male,0,30-45,bachelors,0.6152173913043478
1399,female,0,18-30,bachelors,0.22297297297297297
143,male,0,18-30,bachelors,0.5935162094763092
175,female,0,18-30,hs,0.6091703056768559
1311,female,1,18-30,masters,0.5889328063241107
401,female,0,18-30,bachelors,0.17035398230088494
2087,male,0,18-30,hs,0.5981524249422633
2090,female,0,18-30,hs,-0.12585812356979406
2186,male,0,30-45,professional,0.7031963470319634
1419,female,0,18-30,hs,0.8049886621315193
3863,female,0,18-30,professional,0.3344155844155844
936,male,0,30-45,masters,0.16511627906976745
3499,female,0,30-45,hs,0.1105121293800539
1386,male,1,30-45,bachelors,0.494199535962877
4165,male,0,30-45,masters,0.5942028985507246
1947,male,0,30-45,some,-0.12672811059907835
1438,male,0,30-45,masters,0.46285714285714286
3056,female,0,30-45,bachelors,0.6736111111111112
1017,male,0,18-30,bachelors,0.037694013303769404
938,male,0,30-45,bachelors,0.27973568281938327
3000,female,0,30-45,hs,0.2222222222222222
801,female,0,18-30,bachelors,0.3805104408352668
3051,male,0,18-30,bachelors,-0.12412177985948478
3213,male,0,30-45,masters,-0.2642857142857143
2105,male,0,30-45,bachelors,0.29723502304147464
4263,male,0,18-30,masters,0.5697115384615384
3747,male,0,45-60,hs,0.5233333333333333
1540,female,0,Over 60,hs,0.02122641509433962
553,male,0,18-30,bachelors,0.11032863849765258
964,male,0,18-30,bachelors,0.3315068493150685
3816,male,0,18-30,hs,-0.022988505747126436
527,male,0,30-45,masters,-0.2017353579175705
989,female,1,18-30,some,0.3512304250559284
3795,female,1,45-60,hs,0.25
3855,male,0,30-45,masters,-0.06060606060606061
2247,male,0,18-30,bachelors,-0.03263403263403263
728,female,0,18-30,hs,-0.20930232558139536
1206,male,0,18-30,bachelors,0.6082251082251082
274,male,0,30-45,masters,0.41478439425051333
3050,female,0,18-30,masters,0.2793427230046948
2780,female,0,18-30,professional,-0.14058956916099774
2956,male,1,18-30,masters,0.12
2869,female,0,18-30,professional,-0.06626506024096386
3544,male,0,18-30,bachelors,0.8577777777777778
1297,male,0,30-45,doctorate,0.9772727272727273
3727,female,0,30-45,bachelors,-0.16176470588235295
152,female,0,18-30,masters,-0.043478260869565216
2074,male,0,30-45,professional,0.6351039260969977
3475,female,0,18-30,hs,-0.12658227848101267
3632,female,0,30-45,masters,0.7657657657657657
2257,male,1,18-30,masters,0.24480369515011546
1602,male,0,30-45,bachelors,0.2099056603773585
1123,male,0,18-30,bachelors,0.1111111111111111
2765,male,0,Under 18,hs,0.6150341685649203
1071,male,0,18-30,hs,0.771978021978022
341,female,0,18-30,masters,0.4411764705882353
900,female,1,45-60,hs,0.3352272727272727
1630,male,0,18-30,hs,0.3591549295774648
1595,male,0,18-30,professional,-0.05555555555555555
2648,male,0,30-45,hs,0.41946308724832215
2747,male,0,18-30,bachelors,0.5311004784688995
454,female,0,18-30,hs,-0.13783783783783785
1672,male,0,30-45,masters,0.16666666666666666
1426,male,0,18-30,hs,0.5126353790613718
3507,female,0,30-45,masters,0.44285714285714284
1261,female,0,30-45,masters,0.1828193832599119
3820,female,0,18-30,bachelors,0.4379391100702576
1865,male,0,18-30,professional,-0.059496567505720827
3526,female,0,Under 18,bachelors,0.6894273127753304
846,female,0,18-30,bachelors,0.3083511777301927
1715,male,1,18-30,hs,-0.1244343891402715
1437,male,0,30-45,masters,0.1496437054631829
1118,male,0,18-30,bachelors,0.13443396226415094
1195,female,0,30-45,bachelors,-0.02197802197802198
3319,female,0,30-45,bachelors,-0.009411764705882352
38,female,0,30-45,bachelors,-0.17456896551724138
4234,male,0,18-30,bachelors,-0.09333333333333334
1197,female,0,18-30,hs,-0.004524886877828055
159,male,0,18-30,professional,-0.07472527472527472
2482,male,0,18-30,bachelors,-0.06192660550458716
2258,female,0,18-30,hs,0.5555555555555556
4232,male,0,18-30,masters,0.2013888888888889
1637,male,0,18-30,masters,-0.20323325635103925
738,male,0,18-30,hs,0.5720524017467249
3458,male,0,18-30,hs,0.7452574525745257
1131,male,0,18-30,masters,0.6206896551724138
4287,female,0,30-45,bachelors,-0.18604651162790697
2082,female,1,30-45,hs,0.42452830188679247
1217,male,1,30-45,doctorate,0.45555555555555555
978,male,0,18-30,bachelors,-0.0200445434298441
1585,male,0,30-45,masters,-0.03189066059225513
473,female,0,18-30,masters,-0.23275862068965517
1818,female,1,45-60,bachelors,-0.08430913348946135
1291,male,0,45-60,hs,0.5672043010752689
1336,male,0,30-45,hs,0.5717592592592593
1842,female,0,18-30,hs,-0.04186046511627907
116,female,0,30-45,masters,0.06625258799171843
2315,female,0,30-45,bachelors,0.37327188940092165
701,male,0,30-45,bachelors,-0.04918032786885246
4227,male,1,18-30,bachelors,0.5436893203883495
1705,male,0,30-45,bachelors,-0.14485981308411214
2619,female,0,18-30,hs,0.28835978835978837
1899,male,0,18-30,bachelors,0.5856481481481481
1636,female,0,18-30,hs,0.8561484918793504
2569,male,0,45-60,professional,-0.03881278538812785
681,male,0,18-30,hs,-0.10043668122270742
4064,male,0,30-45,bachelors,0.34615384615384615
460,male,0,30-45,masters,0.24355300859598855
889,male,0,18-30,masters,0.6132478632478633
1152,male,0,18-30,masters,-0.04639175257731959
1202,male,0,18-30,bachelors,0.5365853658536586
3694,female,1,,hs,0.7183098591549296
3238,male,1,30-45,bachelors,0.1875
3845,male,0,30-45,bachelors,0.6124661246612466
924,female,0,18-30,hs,0.8426966292134831
1253,female,0,30-45,bachelors,0.21846846846846846
696,male,1,18-30,doctorate,0.5555555555555556
1567,female,1,45-60,bachelors,0.37272727272727274
951,female,1,30-45,doctorate,0.5110132158590308
413,female,0,18-30,professional,-0.07674418604651163
310,male,0,45-60,hs,0.34051724137931033
2873,male,0,18-30,hs,-0.18414918414918416
2977,male,0,18-30,bachelors,0.5842696629213483
3787,female,1,30-45,bachelors,0.4530386740331492
3003,male,0,18-30,hs,0.37028301886792453
2708,male,0,30-45,professional,0.29797979797979796
1301,female,0,30-45,bachelors,-0.004464285714285714
3496,female,0,45-60,hs,-0.06398104265402843
216,female,0,18-30,hs,-0.15483870967741936
1234,male,1,18-30,professional,-0.04428904428904429
3523,male,0,30-45,masters,-0.13981042654028436
4107,male,0,18-30,professional,0.24836601307189543
2517,male,0,30-45,masters,0.0
139,male,0,18-30,hs,-0.08172043010752689
2969,female,0,30-45,bachelors,0.3789954337899543
3049,female,1,45-60,masters,0.5128805620608899
2926,male,0,30-45,hs,0.31627906976744186
1406,male,1,18-30,hs,0.022727272727272728
2005,male,0,30-45,hs,0.189873417721519
26,male,0,18-30,bachelors,0.3921161825726141
4043,male,0,45-60,masters,0.07972665148063782
1424,female,0,18-30,hs,-0.05787037037037037
2701,female,1,45-60,masters,0.7073732718894009
3064,male,0,45-60,hs,0.6682464454976303
417,male,0,Under 18,bachelors,0.2459016393442623
1642,male,0,30-45,masters,0.3294930875576037
1988,female,0,18-30,masters,-0.14549653579676675
3799,male,0,18-30,masters,-0.0748502994011976
2769,male,1,18-30,bachelors,-0.11549295774647887
4104,female,0,30-45,bachelors,0.2028985507246377
314,female,0,18-30,bachelors,-0.027837259100642397
1251,male,1,18-30,hs,0.05555555555555555
2140,female,0,Over 60,masters,-0.0389908256880734
746,male,0,18-30,bachelors,-0.004282655246252677
3657,male,0,18-30,hs,0.0
2991,female,1,30-45,masters,-0.04035874439461883
675,female,0,30-45,masters,-0.08447488584474885
2234,female,0,30-45,bachelors,0.16785714285714284
2744,male,0,18-30,hs,0.5107913669064749
2929,female,0,30-45,hs,0.3901869158878505
711,female,0,30-45,masters,-0.04740406320541761
1414,male,0,30-45,masters,0.3318077803203661
1508,female,1,45-60,hs,0.6960556844547564
3392,female,1,45-60,hs,-0.056074766355140186
3585,male,0,Under 18,hs,0.7102272727272727
837,male,1,45-60,hs,0.6138392857142857
76,male,0,18-30,hs,0.7354838709677419
1581,male,0,45-60,professional,0.5522041763341067
172,female,1,18-30,hs,0.49440715883668906
2286,female,0,30-45,bachelors,0.016317016317016316
441,male,0,18-30,bachelors,0.06444444444444444
3509,male,0,18-30,hs,0.5241935483870968
1130,female,1,18-30,masters,-0.06487695749440715
2138,female,0,Over 60,some,0.7245989304812834
1994,female,0,18-30,hs,0.7201834862385321
980,male,0,30-45,bachelors,-0.06140350877192982
966,male,0,30-45,some,-0.08096280087527352
1851,male,0,30-45,masters,0.6310904872389791
2278,female,0,30-45,hs,0.777262180974478
479,male,1,30-45,masters,-0.07543103448275862
1004,female,0,18-30,masters,-0.07391304347826087
2801,female,0,18-30,masters,0.34345794392523366
3768,female,1,18-30,hs,0.6477832512315271
183,male,0,18-30,professional,0.16122004357298475
1522,female,0,30-45,hs,0.36682242990654207
1901,female,1,18-30,bachelors,-0.18793503480278423
3510,female,1,30-45,bachelors,0.4
3578,female,0,18-30,hs,0.44575471698113206
1000,female,1,18-30,bachelors,-0.1074561403508772
1367,female,1,30-45,hs,0.25806451612903225
4156,female,0,18-30,professional,-0.017699115044247787
3849,male,0,30-45,masters,-0.1223529411764706
450,male,0,18-30,bachelors,0.004555808656036446
1332,female,0,30-45,bachelors,0.45555555555555555
2238,male,0,30-45,bachelors,0.4334862385321101
3793,male,1,18-30,masters,0.4672897196261682
3036,male,0,30-45,masters,0.059322033898305086
858,male,0,18-30,hs,0.04338394793926247
3433,female,0,30-45,masters,0.7441860465116279
1848,male,0,30-45,masters,0.37777777777777777
2493,male,0,30-45,hs,-0.018691588785046728
1125,male,0,18-30,bachelors,0.3333333333333333
519,male,0,30-45,professional,0.5333333333333333
3048,male,0,30-45,hs,0.584070796460177
3775,male,0,,hs,-0.08353221957040573
648,male,0,18-30,hs,0.5833333333333334
2480,female,1,45-60,hs,-0.1619718309859155
2427,female,0,18-30,professional,0.06511627906976744
1190,male,1,18-30,hs,0.2662037037037037
3542,female,0,18-30,professional,-0.0891566265060241
1042,female,1,30-45,hs,0.23722627737226276
3025,female,0,30-45,professional,-0.06175771971496437
215,female,0,30-45,hs,-0.10775862068965517
